DaysMedia,Ideology,VotingDuty,TrustPeople,AttendServices,Education,RoughProtestors,Feminist,HuffPostNews,FoxNewsWeb,GunsOwned,ClintonPostFT,TrumpPostFT,FundamentalistFT,FeministFT,PoorFT,BigBizFT,RichFT,PoliceFT,ScientistFT,BLMFT,WeedLegal,WomenHome,ObamaMuslim
7,99,7,4,2,6,1,3,0,1,0,71,38,60,100,99,61,50,85,94,100,1,3,3
5,99,6,5,4,11,2,2,1,1,0,85,0,50,100,50,50,40,100,50,50,1,4,10
7,4,4,3,5,14,1,3,-1,-1,0,51,86,71,40,51,83,85,86,60,70,2,3,9
6,5,4,2,2,10,1,3,0,1,-9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
7,2,1,2,-1,13,1,1,0,0,6,100,0,0,100,71,0,70,85,100,92,1,4,10
6,1,4,3,1,5,2,3,-1,-1,0,99,62,100,-9,100,100,100,88,98,100,2,1,10
4,99,2,3,-1,12,2,3,0,1,0,100,15,80,66,86,44,50,84,78,81,3,4,9
7,4,1,2,-1,10,1,3,0,0,0,17,86,61,84,85,81,84,95,86,73,3,4,8
7,5,4,2,1,14,4,3,-1,-1,1,15,60,60,70,40,60,60,85,60,30,2,1,9
7,6,1,2,-1,12,2,3,0,1,3,0,90,60,60,80,85,85,85,85,0,3,4,1
5,4,5,2,4,11,3,3,0,0,0,16,51,29,48,60,71,69,81,84,16,1,4,2
7,3,1,2,3,14,1,2,1,0,0,100,0,40,50,60,60,50,70,85,50,3,4,10
7,4,1,3,1,10,3,3,0,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
3,99,2,3,-1,12,2,3,0,0,0,85,30,51,-9,70,-9,50,83,50,79,1,4,10
4,6,2,3,1,13,3,3,0,0,0,15,70,50,51,85,60,60,85,85,50,3,2,4
6,4,2,2,3,14,2,2,-1,-1,49,70,15,15,70,85,30,50,85,85,50,1,4,8
7,1,2,2,-1,14,1,1,1,0,0,100,0,0,100,100,15,70,85,100,70,1,6,10
2,99,2,5,1,8,3,3,-1,-1,0,50,50,75,30,80,40,40,50,80,80,1,7,2
5,3,3,2,-1,15,1,3,1,0,0,60,0,30,60,85,15,30,70,70,70,1,4,4
7,2,1,2,-1,14,1,2,1,0,0,96,1,0,94,71,42,51,71,89,61,1,4,10
7,2,1,2,-1,10,3,2,0,0,90,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,6,7,2,1,12,4,3,0,0,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,7,1,3,1,13,3,3,1,1,2,0,100,85,0,70,50,50,100,50,0,3,2,2
6,3,6,2,-1,13,1,3,1,0,0,60,15,15,70,50,30,15,60,85,70,1,3,9
7,2,2,3,-1,13,-9,2,-9,-9,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
7,6,1,2,2,10,3,3,0,0,0,0,85,-9,15,-9,-9,-9,85,-9,0,2,4,5
5,5,6,2,4,11,1,3,-1,-1,0,40,70,50,51,42,84,61,98,85,16,1,4,4
7,6,1,2,4,9,3,3,0,0,2,0,100,100,70,70,60,70,85,100,85,2,1,2
4,99,7,2,-1,9,3,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,4,1,2,1,13,1,1,0,0,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,99,7,3,3,10,3,1,1,1,0,70,70,80,70,67,80,70,80,90,85,1,4,3
6,3,1,2,4,13,1,2,1,0,0,41,2,30,60,66,4,36,95,100,25,1,4,9
4,2,1,2,3,10,3,3,-1,-1,0,60,85,60,70,60,60,60,70,85,50,2,6,4
5,4,6,2,-1,11,2,2,-1,-1,4,15,85,50,60,50,60,70,100,70,0,3,4,8
5,5,6,2,-1,14,1,3,1,0,0,82,1,1,61,65,36,50,74,90,55,2,4,10
7,2,6,2,-1,13,1,2,0,0,0,75,0,0,90,80,10,40,70,95,85,1,4,10
2,99,7,2,-1,13,1,2,-1,-1,0,85,70,70,85,85,70,85,70,70,70,3,4,7
7,6,7,2,4,10,5,3,0,0,0,1,99,99,50,70,52,70,100,99,0,1,4,4
6,99,2,4,-1,12,1,2,1,0,2,60,15,50,70,85,0,50,41,50,75,1,4,10
7,4,1,3,-1,-9,-9,-9,-1,-1,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
6,6,5,2,-1,9,2,3,0,0,-9,1,84,40,51,60,17,50,71,71,10,1,4,2
6,6,7,-9,-1,-9,-9,-9,-1,-1,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,2,1,2,-1,9,1,3,0,0,0,69,31,16,69,83,30,32,86,86,85,1,2,9
7,3,1,4,-1,10,1,2,0,0,2,100,0,40,85,85,0,50,70,100,100,1,4,10
1,5,5,3,3,13,3,2,0,0,0,30,60,60,50,70,70,50,100,85,70,1,2,7
3,3,1,2,1,2,1,3,-1,-1,0,100,0,15,100,100,15,50,85,100,100,3,4,10
7,6,1,2,1,10,2,2,0,1,0,32,77,88,25,85,62,72,86,69,18,2,2,9
5,5,4,3,-1,13,2,3,-1,-1,0,4,54,71,45,67,51,59,96,68,22,1,4,9
5,2,7,3,-1,10,1,1,1,0,0,17,0,3,78,52,0,19,17,71,74,1,4,10
7,6,1,2,2,10,2,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,99,4,3,-1,13,3,3,0,0,0,57,47,53,86,54,69,80,86,90,64,3,4,8
5,99,1,-9,3,9,-9,2,-1,-1,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1,2,1,3,-1,13,1,2,1,0,0,85,2,80,85,92,40,51,84,95,69,3,4,10
2,6,1,3,1,9,3,3,0,1,0,0,70,85,60,85,50,40,85,70,0,1,2,3
7,99,5,2,-1,10,2,3,0,0,0,85,0,60,70,100,40,50,100,85,70,1,6,3
7,1,7,2,-1,10,1,1,0,0,0,95,0,0,100,85,1,30,51,100,100,1,4,10
7,6,7,2,2,16,2,3,-5,-5,-5,0,60,50,50,50,40,50,85,85,15,3,4,6
7,5,1,2,4,12,4,3,0,0,5,0,100,50,50,60,30,50,70,50,50,2,4,8
7,99,1,2,3,8,1,3,-1,-1,1,70,30,70,70,85,60,50,60,70,70,1,4,9
2,7,6,3,2,12,3,3,1,1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,3,3,2,-1,13,1,2,0,0,0,85,1,17,51,66,30,31,67,85,61,1,4,10
2,5,6,2,1,14,3,3,0,0,2,70,0,100,60,100,60,70,80,70,100,2,4,10
7,4,5,3,-1,10,3,2,0,1,1,60,42,43,51,51,52,62,86,72,32,1,6,9
7,99,1,3,4,13,1,2,-1,-1,0,70,0,40,85,100,30,15,30,100,85,1,4,10
5,4,1,2,4,14,1,3,-1,-1,0,40,15,40,60,70,60,70,85,85,60,1,4,9
5,2,1,3,-1,13,1,2,0,0,0,100,0,8,70,50,12,41,86,100,100,1,4,10
2,99,1,2,1,9,1,3,-1,-1,1,40,40,70,30,-9,60,-9,60,-9,-9,3,1,-9
5,5,1,2,2,13,3,3,-1,-1,0,0,65,65,40,50,55,50,95,75,10,1,3,10
4,2,2,2,4,16,2,1,1,0,12,95,31,79,95,93,41,51,85,97,95,2,4,10
4,6,1,4,-1,10,1,3,0,1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,4,1,2,-1,13,3,3,0,1,7,1,86,51,41,71,72,69,99,41,2,2,2,6
7,7,7,3,1,7,1,3,-1,-1,0,2,86,100,15,81,37,60,91,41,50,2,1,2
2,99,5,3,2,12,4,3,0,0,10,55,55,89,62,57,35,36,90,66,18,3,4,3
3,5,7,4,-1,10,3,2,-1,-1,0,15,71,70,40,60,70,70,30,85,15,1,4,5
7,3,6,2,-1,13,1,2,0,0,0,71,2,30,97,84,60,71,72,98,72,1,4,10
2,5,3,2,-1,13,3,3,0,0,3,0,70,70,8,59,50,61,72,56,0,3,6,3
7,5,1,4,-1,10,3,2,0,0,7,30,30,50,50,100,0,40,15,100,50,1,4,10
7,5,2,2,-1,10,5,3,-5,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,2,7,2,-1,13,1,1,1,0,0,85,0,15,70,70,15,70,60,70,70,1,4,10
7,4,2,3,-1,10,3,2,-1,-1,5,60,60,70,85,100,30,60,100,100,60,1,1,8
4,6,2,2,1,12,3,3,1,0,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,99,6,3,-1,13,3,3,0,0,0,0,100,50,50,100,50,100,100,100,100,3,4,3
4,4,4,3,4,11,3,3,-1,-1,2,16,71,40,41,51,61,50,40,61,40,3,4,8
7,4,4,2,-1,14,2,2,1,0,0,2,0,0,50,75,10,50,50,90,50,1,1,10
7,3,7,2,4,14,2,3,0,0,1,84,16,41,56,85,49,45,70,76,40,1,4,10
7,6,1,2,-1,14,5,3,-1,-1,0,0,70,100,0,100,100,85,100,100,0,2,1,8
5,3,2,2,4,12,3,2,0,0,0,60,15,40,85,85,50,70,70,100,70,1,4,9
1,99,7,3,4,10,3,3,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5,5,4,5,2,13,4,3,0,1,1,70,70,15,100,100,100,85,85,40,0,1,1,1
3,3,1,2,-1,14,3,3,-1,-1,0,85,0,15,85,100,50,50,85,100,85,3,4,10
7,3,1,3,5,10,3,3,-1,-1,0,70,50,30,100,100,70,70,100,100,70,1,6,10
3,4,7,3,-1,9,3,3,1,1,6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,99,1,2,1,13,1,2,1,0,0,60,0,-9,75,56,5,53,55,53,100,2,4,10
7,5,1,2,1,9,1,3,-1,-1,0,85,30,-9,60,70,50,50,40,85,50,2,4,7
7,6,1,2,-1,10,2,3,-1,-1,4,0,100,50,50,60,85,85,85,60,40,2,4,3
5,6,1,2,3,13,1,2,0,0,2,0,70,50,40,50,50,50,60,50,40,2,4,-9
2,99,5,5,3,10,3,3,0,0,5,40,0,50,60,28,50,50,35,60,50,3,4,6
7,5,1,2,4,14,3,2,0,1,0,100,0,15,100,85,70,85,70,100,85,1,4,9
7,2,1,2,1,14,1,1,1,0,0,85,0,30,100,100,60,60,85,85,70,1,4,10
1,3,5,2,4,14,3,3,0,0,0,61,41,41,61,62,51,51,60,71,50,3,4,8
7,99,4,3,2,12,3,3,0,0,8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,99,4,4,4,10,2,2,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,7,1,2,1,14,3,3,0,0,1,0,100,100,40,50,70,50,100,50,0,2,1,10
5,4,1,2,-1,10,2,2,0,0,6,85,0,15,100,70,60,70,85,100,70,1,4,10
3,4,1,2,2,11,3,2,0,0,4,50,55,70,70,85,55,50,75,85,50,1,4,6
7,4,1,2,1,13,1,3,-9,-9,0,40,0,100,100,100,40,50,100,85,100,1,1,10
6,99,1,2,4,14,5,2,1,0,-9,17,32,25,63,70,39,74,81,85,8,3,4,8
7,2,7,2,3,16,1,3,0,0,1,92,0,40,51,51,17,50,9,95,50,1,4,10
6,2,1,4,-1,9,1,3,0,1,2,30,60,60,40,85,60,50,70,85,60,2,4,10
1,99,4,3,1,-9,-9,-9,-1,-1,1,41,1,51,50,70,50,50,50,71,50,3,4,-9
5,2,6,3,-1,10,1,2,-1,-1,15,60,0,15,70,100,60,50,100,85,70,1,4,10
1,2,1,3,2,13,2,1,1,0,0,90,0,0,100,65,70,30,40,85,100,2,6,10
5,3,2,3,-1,13,1,2,-1,-1,0,50,61,41,60,61,50,51,71,52,43,3,4,4
7,6,1,3,1,12,3,3,0,0,1,9,78,91,2,51,21,52,100,75,0,2,1,1
7,2,7,3,-1,10,3,3,-1,-1,0,100,1,1,17,85,14,51,30,85,62,1,4,10
5,5,1,4,2,13,3,2,0,0,0,10,60,50,30,50,50,50,70,100,10,1,2,9
6,6,1,4,-1,7,5,3,0,0,-9,8,70,52,40,85,60,70,93,60,15,2,1,2
5,3,1,2,-1,11,5,3,1,0,0,93,1,17,52,71,17,51,85,93,50,1,4,8
5,4,2,3,1,7,1,2,-1,-1,15,4,63,72,-9,-9,51,51,98,86,54,2,5,6
7,99,1,3,4,14,1,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,7,1,2,2,14,4,3,0,1,0,0,60,50,15,50,75,50,85,50,-9,1,1,4
7,99,1,3,-1,11,1,3,-1,-1,0,74,9,50,50,50,50,50,85,85,50,1,4,8
7,2,7,2,-1,13,1,2,1,1,0,70,1,0,89,90,52,50,51,75,51,1,4,10
1,3,5,3,-1,14,1,2,1,0,0,53,42,53,62,63,54,73,71,96,32,3,2,9
6,4,2,2,-1,13,1,3,1,0,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,5,7,2,-1,14,1,3,0,0,0,31,60,85,15,70,50,50,70,70,50,3,2,9
5,5,2,2,4,12,4,3,-1,-1,2,31,85,52,52,49,61,51,88,70,17,3,4,6
7,1,6,3,-1,9,1,2,0,0,0,70,0,40,85,100,30,30,30,85,85,1,4,9
7,4,1,2,1,9,3,2,1,0,0,0,60,60,55,100,85,60,100,100,100,1,4,3
0,4,7,2,-1,10,3,2,1,0,0,0,100,50,40,50,60,100,100,100,40,1,4,8
7,5,2,2,-1,11,2,3,0,1,4,0,100,71,30,70,52,51,85,83,3,2,-9,-9
6,5,2,4,-1,9,2,3,0,1,-9,0,50,30,50,70,30,50,100,85,15,1,4,4
0,4,7,4,-1,12,3,3,-1,-1,0,70,0,50,60,70,50,50,70,70,100,3,3,4
7,6,7,2,-1,9,2,3,0,1,3,0,70,60,15,50,40,60,85,60,15,3,2,10
7,6,1,2,3,13,4,2,0,0,0,30,40,40,30,85,40,40,85,100,30,1,4,8
7,5,1,4,3,14,2,3,1,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
3,3,5,2,4,9,1,3,0,1,1,71,1,1,61,51,62,77,76,99,29,1,4,10
7,4,2,4,-1,6,2,2,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,99,7,2,2,8,4,2,0,1,5,70,-9,2,78,88,50,51,85,73,70,2,4,8
7,99,4,5,-1,9,1,3,0,1,0,85,0,70,0,85,40,40,60,60,70,2,4,6
7,3,7,3,-1,14,1,1,1,0,0,85,0,30,75,75,40,45,65,90,80,3,4,10
7,99,6,4,1,10,3,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,99,7,5,-1,10,1,2,0,0,0,100,0,70,100,100,15,0,15,85,100,3,2,6
7,3,2,3,-1,7,2,2,-1,-1,0,99,17,100,51,99,70,65,99,72,70,3,4,5
1,5,2,2,-1,12,5,2,-1,-1,2,0,70,60,70,70,15,70,100,85,15,1,2,8
7,2,1,2,4,14,-9,1,0,0,0,100,0,0,100,85,60,70,85,100,85,2,4,10
7,2,5,3,-1,15,1,2,0,0,0,70,15,20,85,85,60,60,90,100,70,2,4,10
7,6,5,3,3,9,4,3,-1,-1,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,6,1,2,1,13,4,3,0,1,2,31,71,92,73,51,62,71,97,63,16,3,4,3
5,99,1,3,1,9,3,3,-1,-1,0,100,0,50,50,100,70,50,100,85,50,1,4,6
5,2,7,2,-1,9,1,3,-1,-1,0,85,0,40,70,100,60,50,85,85,70,1,1,10
7,99,1,4,-1,8,1,-9,-1,-1,2,100,0,30,100,85,15,15,85,100,100,1,2,10
5,99,4,4,4,8,1,3,-1,-1,0,40,66,50,100,60,30,50,100,100,15,1,4,8
7,1,7,4,4,10,1,3,0,0,0,56,0,95,54,99,70,1,38,93,100,1,4,10
6,5,1,2,-1,14,2,3,1,0,0,70,50,15,70,60,40,30,85,85,85,3,4,10
7,5,6,3,2,13,3,2,0,0,3,15,70,50,40,70,60,60,85,70,15,3,4,9
7,3,1,2,3,11,1,2,0,0,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,3,5,2,-1,9,1,3,-1,-1,3,86,2,43,87,62,42,62,62,72,62,3,4,10
7,2,1,2,-1,13,1,2,0,0,0,70,0,15,85,85,60,60,70,85,85,3,4,10
5,4,4,2,4,13,3,3,0,0,0,8,7,1,15,50,10,1,10,71,40,3,7,9
7,6,2,3,1,13,3,3,-1,-1,0,0,70,30,30,50,85,50,70,50,50,2,4,6
2,5,4,2,2,9,1,3,-1,-1,0,50,50,70,50,70,40,50,100,70,50,2,7,8
7,4,4,3,-1,13,3,3,-1,-1,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,99,1,4,4,10,5,3,0,0,6,0,100,60,15,70,50,40,70,60,0,1,4,2
7,2,1,2,2,13,2,1,0,0,1,99,2,-9,90,85,17,41,71,98,42,1,2,10
7,2,5,4,-1,13,1,2,0,0,1,47,25,24,71,70,31,50,78,85,70,3,2,9
7,99,7,4,1,10,1,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,6,7,2,1,12,5,3,-1,-1,3,44,93,60,69,71,70,58,70,68,72,1,1,3
7,4,2,2,1,9,3,2,-1,-1,0,70,15,85,50,85,60,85,85,85,40,2,4,8
3,99,1,2,-1,10,5,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,1,1,3,-1,14,1,1,0,0,0,70,0,0,96,50,1,31,60,100,95,1,4,10
4,99,4,3,2,12,3,3,0,0,0,70,19,47,73,50,55,66,69,90,60,1,4,9
7,4,1,2,1,10,3,2,0,0,0,40,70,85,60,85,60,85,100,85,70,2,4,3
7,3,3,3,3,8,2,3,-1,-1,0,70,0,50,50,60,0,0,50,85,70,1,4,10
3,7,2,4,4,10,2,3,-1,-1,15,0,100,85,15,85,50,50,85,70,0,3,4,1
7,2,2,3,-1,13,1,2,1,0,1,85,15,30,85,60,30,60,70,85,40,1,4,9
0,99,2,3,3,4,1,3,-5,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,1,1,2,-1,13,1,2,0,0,0,85,0,40,85,100,70,85,85,85,70,1,2,10
4,6,1,3,1,13,2,3,0,1,0,0,40,100,40,70,50,60,85,70,15,1,4,4
7,6,1,2,1,9,1,3,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
4,99,1,4,-1,10,5,1,-1,-1,0,0,100,60,85,70,60,50,100,70,85,1,1,5
7,7,1,2,1,13,5,3,0,1,0,0,100,50,30,50,40,50,100,60,0,3,1,3
5,2,1,3,3,14,3,2,-1,-1,0,85,0,0,100,85,30,50,50,85,50,1,4,10
2,5,1,2,1,13,1,3,0,0,0,15,70,50,50,50,50,50,50,50,50,2,4,10
3,6,2,3,-1,13,3,3,-1,-1,0,0,70,50,55,95,50,50,75,100,10,1,2,8
1,2,4,4,4,13,3,2,-1,-1,0,40,0,40,70,60,40,60,85,85,40,1,4,7
5,5,1,5,1,10,1,3,-1,-1,0,0,30,51,2,99,32,51,52,51,41,1,1,5
5,3,1,4,-1,13,4,2,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
3,99,7,3,4,9,1,3,0,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
7,4,2,3,-1,10,3,3,0,1,0,60,30,50,50,60,60,60,70,85,50,3,4,4
6,2,1,2,1,12,1,2,-1,-1,0,85,15,60,85,100,-9,50,100,100,70,1,1,10
7,2,1,2,3,10,1,2,0,0,0,86,1,71,100,100,15,100,100,100,86,1,4,9
7,5,4,2,-1,12,3,3,0,1,0,0,85,50,15,85,70,60,100,85,0,2,1,2
7,4,4,2,4,8,1,3,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,6,4,4,3,10,3,3,-1,-1,0,1,70,85,50,70,60,50,100,50,1,1,4,2
3,4,7,3,-1,11,2,3,1,0,3,41,60,51,17,72,19,33,9,61,15,1,1,8
7,1,7,2,1,14,1,2,0,0,0,100,0,40,100,60,30,50,85,100,40,1,7,10
7,4,1,3,-1,10,3,2,0,0,1,60,60,50,70,85,70,85,100,85,85,3,4,8
7,4,7,4,1,12,3,3,0,1,0,60,30,60,70,60,50,70,60,70,60,2,4,8
7,99,6,3,-1,9,4,3,-1,-1,1,85,15,50,50,85,30,30,100,85,0,3,4,7
0,99,4,5,-1,9,1,1,-1,-1,0,4,100,84,98,85,14,0,98,98,68,3,4,2
1,99,4,5,4,8,3,3,-1,-1,0,0,0,50,0,50,50,50,50,50,50,2,4,8
7,99,4,3,2,13,3,3,-1,-1,0,50,50,50,50,50,50,50,50,50,50,3,4,6
7,99,7,4,4,9,1,3,0,0,0,40,15,0,30,70,30,50,70,100,15,1,4,10
6,3,1,2,-1,16,1,1,1,1,0,85,20,9,90,88,41,61,68,95,67,3,4,10
7,7,7,4,1,12,5,3,0,1,0,2,100,100,50,70,60,60,100,60,50,2,1,3
5,3,1,3,3,8,3,1,0,0,0,75,0,40,50,80,30,40,75,90,40,1,4,9
7,2,4,2,4,9,3,3,0,0,0,70,0,30,30,60,30,50,70,50,30,2,2,10
7,3,6,4,-1,14,3,3,0,0,0,70,0,15,50,60,70,50,60,85,50,3,2,8
7,4,7,4,4,13,2,3,0,0,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,4,1,4,-1,16,3,3,0,0,1,0,100,50,50,60,50,30,100,50,15,3,4,8
5,5,2,3,2,13,1,3,-1,-1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
7,5,6,2,-1,13,1,2,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,4,6,3,1,9,3,3,0,0,0,16,85,60,50,51,70,50,85,30,60,1,1,3
2,99,5,4,-1,9,3,3,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
4,99,7,4,3,9,5,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,6,7,3,1,13,5,3,-9,-9,0,0,70,100,0,85,85,70,100,100,50,2,2,3
7,6,1,2,3,10,4,2,0,0,0,1,61,41,70,61,50,51,85,70,70,1,4,3
2,4,7,2,4,14,3,3,0,0,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,99,7,4,3,8,5,3,-1,-1,0,71,51,50,50,70,50,50,50,50,50,2,4,7
7,5,1,2,-1,13,3,3,0,0,0,0,85,50,50,84,30,83,100,86,1,1,1,6
5,4,1,2,3,14,1,2,1,0,0,17,87,5,61,72,85,57,94,86,2,3,4,10
2,99,7,4,-1,12,2,3,-1,-1,0,15,60,15,-9,-9,15,50,50,70,0,1,1,3
7,99,6,2,-1,11,3,3,-1,-1,0,18,99,-9,-9,-9,72,72,72,-9,-9,1,4,8
4,5,4,3,1,13,2,3,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
4,99,4,4,4,9,3,2,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,1,1,3,4,9,2,1,0,0,0,-9,0,50,70,100,50,50,-9,100,100,2,4,10
5,2,7,3,-1,11,4,3,-1,-1,0,70,0,50,85,80,60,20,80,100,90,1,2,3
2,99,6,4,-1,11,2,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,5,2,3,2,13,2,2,1,1,0,32,71,65,74,66,34,63,89,94,2,3,4,4
5,99,1,3,4,11,3,3,0,0,0,100,0,50,90,85,55,50,99,80,85,1,4,6
7,4,1,2,2,14,1,3,0,0,0,70,15,85,60,85,50,60,85,70,60,2,2,10
7,6,1,3,3,13,3,3,0,0,0,15,85,70,15,85,85,70,100,50,30,3,3,3
7,99,1,3,2,12,2,3,0,0,0,70,0,70,70,70,50,85,85,85,85,2,1,10
6,6,1,2,1,10,3,3,-1,-1,1,0,100,50,40,85,85,60,100,85,70,3,1,5
7,5,4,4,4,14,2,1,0,0,1,2,25,31,85,70,50,51,85,70,41,3,4,8
2,99,4,3,1,9,-9,-9,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
3,3,7,4,1,9,1,3,0,0,0,60,30,15,30,100,60,40,85,85,60,2,6,10
3,99,4,5,-1,95,-9,-9,-5,-5,-5,0,0,0,0,0,0,0,0,0,0,3,4,6
6,6,1,2,4,13,3,3,-1,-1,15,15,100,50,50,50,70,70,70,70,50,2,4,3
7,5,1,2,1,9,5,3,-1,-1,0,1,99,-9,84,98,72,84,86,84,72,2,1,7
7,5,6,2,4,13,3,2,1,1,2,0,20,45,50,50,30,50,65,70,35,1,4,3
5,2,4,5,4,13,1,2,1,0,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,6,1,3,1,13,2,3,0,1,0,0,90,100,50,90,41,50,86,100,5,2,4,3
3,99,7,3,-1,13,-9,3,-1,-1,0,50,50,50,50,50,50,50,50,85,50,2,4,-9
6,4,1,4,2,15,2,2,-1,-1,0,15,40,50,50,60,30,50,60,70,60,2,3,3
7,99,1,3,-1,13,1,3,-1,-1,0,85,0,40,60,60,30,50,40,100,85,1,4,-9
3,4,2,5,5,8,1,3,-1,-1,0,85,40,60,40,100,50,15,30,70,30,3,3,7
7,1,1,3,4,13,1,3,-1,-1,0,85,40,-9,85,60,85,-9,70,70,-9,1,4,8
3,2,2,3,-1,11,1,2,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,6,3,4,-1,10,3,3,1,1,0,60,2,50,100,85,31,50,85,70,70,2,4,8
1,99,1,3,-1,13,3,2,-1,-1,0,16,16,33,60,31,61,51,87,87,18,1,4,6
5,6,2,3,2,13,3,3,-1,-1,-9,0,71,85,15,52,80,70,98,86,0,2,4,3
7,2,1,3,2,13,1,3,-1,-1,0,85,0,50,85,100,15,30,50,100,100,1,4,10
4,99,2,4,4,9,4,3,-1,-1,0,70,50,60,60,85,85,60,70,60,100,1,4,10
2,3,7,3,3,10,1,3,-1,-1,0,70,15,50,70,100,85,60,85,85,100,3,4,3
5,5,5,2,4,14,4,3,0,0,0,71,40,31,84,61,61,81,61,92,61,1,4,8
6,99,7,4,1,11,2,3,0,0,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
3,2,4,2,-1,14,1,2,1,0,0,85,0,0,70,50,30,50,40,100,40,3,4,10
7,99,6,2,-1,9,3,2,-1,-1,1,60,0,50,50,15,50,30,70,60,60,3,4,7
7,5,5,2,-1,9,4,3,0,0,0,61,0,50,50,100,50,100,100,100,50,3,4,6
4,3,6,3,-1,10,2,3,0,0,3,20,30,50,40,40,20,20,70,85,15,1,1,3
7,6,1,4,2,11,2,2,0,1,5,40,60,50,50,85,40,50,95,50,50,2,1,6
5,99,3,3,-1,9,2,3,-1,-1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
7,5,6,4,4,10,1,2,0,0,0,3,85,69,70,70,50,50,85,72,50,3,4,7
7,99,4,2,4,10,1,3,-1,-1,0,2,60,28,58,80,13,48,93,65,35,2,4,10
7,5,7,3,-1,9,5,3,-1,-1,5,2,87,61,2,60,49,60,87,60,31,1,4,3
